333,684977861817
257,156374915713
240,801525610714
221,001817822638
216,402670114078
188,456382251198
165,822468409819
143,058546737098
127,075385751385
117,730765688881
94,8557162310891
80,1415457760539
69,4268145284158
56,0390407504046
46,3209897777306
40,5354209927982
31,2114816256276
23,6521027896848
17,3032562739198
13,4785093859069
